AA,0.583566629339,0.584406494961,0.581187010078,0.635031728257,0.759191862635,0.581980216499,0.635405001866,0.568169092945,0.770856662934,0.652388951101,0.601437103397,0.581840238895,0.768617021277,0.582353490108,0.63008585293,0.759565136245,0.650989175065,0.579833893244,0.768523702874,0.755132512131,0.644830160508
IY,0.280801316611,0.196157993303,0.187248169797,0.284773849384,0.390414845922,0.35942909029,0.379830883605,0.340105555871,0.440440383633,0.374723341468,0.334771011861,0.264967935985,0.428352533908,0.277453038988,0.341268940469,0.428863288122,0.341921570853,0.345071221838,0.472788150502,0.436127348051,0.346489983542
R,0.960604723019,0.95901566983,0.959479143677,0.960384021187,0.960008828073,0.960229529905,0.959920547341,0.960317810638,0.960494372103,0.960097108806,0.959611564776,0.959942617524,0.960494372103,0.961001986316,0.960030898256,0.959810196425,0.958993599647,0.961200617965,0.959103950563,0.960494372103,0.960516442286
CH,0.959265890779,0.963070725157,0.959265890779,0.959042076992,0.961727842435,0.960161145927,0.958818263205,0.943598925694,0.922784243509,0.958370635631,0.927260519248,0.961056401074,0.957251566697,0.959042076992,0.956356311549,0.945165622202,0.960832587287,0.904207699194,0.944046553268,0.896150402865,0.95702775291
AE,0.990871225269,0.997952099965,0.237556404026,0.943873654981,0.997674418605,0.849496702534,0.99146129816,0.994515793127,0.993439777855,0.997188476224,0.996528982992,0.277889621659,0.998229781326,0.907775078098,0.955466851788,0.652898299202,0.980145782714,0.93911836168,0.971572370705,0.920305449497,0.944533148212
EH,0.870735857082,0.877286261165,0.87154402382,0.793492131008,0.827775414717,0.685963419821,0.872267120374,0.872224585283,0.824712888133,0.79413015738,0.687664823479,0.871033602722,0.830625265844,0.685665674181,0.793066780094,0.831135686942,0.79089749043,0.684900042535,0.868013611229,0.731475967673,0.791833262442
DH,0.821065989848,0.861675126904,0.453045685279,0.968274111675,0.82614213198,0.469543147208,0.996192893401,0.918781725888,0.861675126904,0.991116751269,0.998730964467,0.927664974619,0.899746192893,0.931472081218,0.865482233503,0.564720812183,0.447969543147,0.766497461929,0.998730964467,0.60152284264,0.455583756345
P,0.972942442173,0.970037654653,0.972781065089,0.97353415815,0.973372781065,0.767348036579,0.973695535234,0.975147928994,0.973050026896,0.972673480366,0.778321678322,0.972027972028,0.974072081764,0.760247444863,0.972942442173,0.972404518558,0.972888649812,0.759010220549,0.973749327595,0.762291554599,0.766487358795
AH,0.231203476525,0.272788705452,0.263775107082,0.243450326444,0.264315715058,0.230714850085,0.253316422007,0.277924481224,0.322337505718,0.277175947104,0.274483303531,0.292552085499,0.279036886098,0.271042125837,0.256050650809,0.29281199318,0.253399592465,0.271645111656,0.326132157858,0.279691853454,0.277259117561
OW,0.687533345189,0.542059398897,0.443357638271,0.693817060881,0.777639456992,0.789258402988,0.800521666963,0.767976762108,0.808346671409,0.793052344537,0.806212579287,0.542533641591,0.80040310629,0.490307664948,0.760092477325,0.795838520363,0.746043037524,0.798980378209,0.802477918075,0.704131839469,0.614025727666
AO,0.657095980312,0.738583538419,0.735302160241,0.710555099809,0.802160240634,0.526251025431,0.704129067542,0.688269073011,0.792042657916,0.736395952967,0.54881050041,0.432731747334,0.817746786984,0.614164615805,0.756767842494,0.808039376538,0.714109926169,0.555509980859,0.802296964725,0.755400601586,0.597894449002
IH,0.664520729347,0.720505246002,0.721197921972,0.513313639605,0.721625751248,0.430599979627,0.665193032495,0.66553937048,0.715799123969,0.712580217989,0.703819904248,0.723479678109,0.720077416726,0.432800244474,0.512600590812,0.723500050932,0.514373026383,0.431374146888,0.725944789651,0.720545991647,0.510930019354
HH,0.996319018405,0.99463190184,0.995552147239,0.994785276074,0.973006134969,0.995552147239,0.996012269939,0.99463190184,0.973466257669,0.996625766871,0.994938650307,0.995552147239,0.973159509202,0.99463190184,0.995858895706,0.972239263804,0.995705521472,0.995245398773,0.973006134969,0.98036809816,0.995705521472
EY,0.688517745303,0.641694005368,0.643125559201,0.595168505816,0.694363256785,0.477482851178,0.680763495377,0.686251118401,0.65392186102,0.590396659708,0.477303906949,0.681837160752,0.667283030122,0.535222189084,0.613062928721,0.665612883984,0.591708917387,0.582344169401,0.586579182821,0.483149418431,0.58121085595
AW,0.563583252191,0.565335929893,0.571957156767,0.562025316456,0.658812074002,0.435443037975,0.575851996105,0.56864654333,0.649853943525,0.575267770204,0.440506329114,0.578383641675,0.655501460565,0.430574488802,0.575073028238,0.641674780915,0.534761441091,0.416358325219,0.650632911392,0.468549172347,0.459980525803
AY,0.76436249733,0.796896134406,0.537979639781,0.792624759735,0.733181462234,0.76635580551,0.800953940343,0.788638143376,0.79511639496,0.798462305119,0.794048551292,0.796540186517,0.798106357229,0.801452267388,0.800455613298,0.761799672528,0.798604684274,0.781020858546,0.795828290738,0.794048551292,0.800669182032
ZH,0.307692307692,0.923076923077,0.961538461538,0.846153846154,0.923076923077,0.961538461538,0.153846153846,0.230769230769,0.384615384615,0.384615384615,0.423076923077,0.769230769231,0.846153846154,0.846153846154,0.923076923077,0.807692307692,0.961538461538,0.884615384615,0.846153846154,0.884615384615,0.923076923077
